service,proxyavg,kongtimeavg,requestavg
d035ffcf-914a-3007-b028-ae18f04d75b4,1403.1892495533055390,12.5059559261465158,1742.2690093309509629
22f8e3a6-01f7-3264-b4b5-9d178df11d06,1401.4732222997905655,12.5723546424653436,1750.1235663707988431
c3e86413-648a-3552-90c3-b13491ee07d6,1400.4763576192147621,12.5027829313543599,1747.7643784786641929
eb1ce287-5797-3e45-b9a6-e6d51691257e,1401.5102553790468530,12.5024130303639654,1750.3412929821033581
a5bf08bd-c030-30d5-8009-83a8c30103bf,1394.6939337774883535,12.4260381706156389,1750.2643390272003206
